Date,Day of week,Month,Season,Total Hospital Beds,Beds Occupied,Occupancy Rate (%),Daily Admissions,Daily Discharges,Emergency Admissions,ICU Admissions,Department,Public Holiday Indicator,Special Event Indicator,Staff Availability,Average Length of Stay,Year,net_bed_change
2030-02-28,Thursday,February,Winter,258,242,93.8,77,69,42,8,Pediatrics,No,No,87,4.9,2030,8
2030-03-01,Friday,March,Spring,191,181,94.76,78,76,22,9,Orthopedics,No,No,96,3.6,2030,2
2030-03-02,Saturday,March,Spring,387,309,79.84,49,39,14,6,Emergency,No,No,87,0.7,2030,10
2030-03-03,Sunday,March,Spring,339,308,90.86,78,71,31,10,Cardiology,No,Yes,84,2.9,2030,7
2030-03-04,Monday,March,Spring,296,275,92.91,89,86,35,10,Emergency,No,No,89,1.1,2030,3
2030-03-05,Tuesday,March,Spring,367,260,70.84,86,84,37,4,Cardiology,No,No,88,3.9,2030,2
2030-03-06,Wednesday,March,Spring,240,194,80.83,79,69,23,3,General Medicine,No,No,88,7.3,2030,10
2030-03-07,Thursday,March,Spring,209,181,86.6,26,33,6,4,Surgery,No,No,88,3.6,2030,-7
2030-03-08,Friday,March,Spring,197,177,89.85,76,76,19,6,Orthopedics,No,No,95,3.8,2030,0
2030-03-09,Saturday,March,Spring,336,268,79.76,102,93,34,18,General Medicine,No,No,85,4.6,2030,9
2030-03-10,Sunday,March,Spring,277,180,64.98,65,53,24,9,ICU,No,No,84,6.5,2030,12
2030-03-11,Monday,March,Spring,401,364,90.77,32,23,12,5,Orthopedics,No,No,85,3.6,2030,9
2030-03-12,Tuesday,March,Spring,343,315,91.84,33,41,18,2,Surgery,No,No,91,4.8,2030,-8
2030-03-13,Wednesday,March,Spring,446,410,91.93,113,99,50,10,Maternity,No,No,95,4.4,2030,14
2030-03-14,Thursday,March,Spring,309,237,76.7,26,25,8,2,Maternity,No,No,83,4.3,2030,1
2030-03-15,Friday,March,Spring,191,162,84.82,80,79,27,14,Cardiology,No,No,81,3.5,2030,1
2030-03-16,Saturday,March,Spring,397,305,76.83,66,52,25,4,Orthopedics,No,No,84,6.2,2030,14
2030-03-17,Sunday,March,Spring,287,195,67.94,109,94,41,16,Orthopedics,No,No,82,6.2,2030,15
2030-03-18,Monday,March,Spring,258,180,69.77,27,17,11,3,Emergency,No,No,91,2.2,2030,10
2030-03-19,Tuesday,March,Spring,421,307,72.92,43,43,20,5,Cardiology,No,No,81,3.1,2030,0
2030-03-20,Wednesday,March,Spring,390,323,82.82,68,70,19,6,Orthopedics,No,No,80,7.0,2030,-2
2030-03-21,Thursday,March,Spring,222,159,71.62,90,83,45,10,ICU,No,No,91,12.1,2030,7
2030-03-22,Friday,March,Spring,194,149,76.8,94,97,45,10,Cardiology,No,No,84,5.4,2030,-3
2030-03-23,Saturday,March,Spring,200,156,78.0,65,59,22,7,Surgery,No,No,81,7.6,2030,6
2030-03-24,Sunday,March,Spring,320,272,85.0,45,30,11,8,Maternity,Yes,No,67,1.8,2030,15
2030-03-25,Monday,March,Spring,303,260,85.81,94,81,32,4,Pediatrics,No,No,90,3.1,2030,13
2030-03-26,Tuesday,March,Spring,215,197,91.63,66,54,26,4,Cardiology,No,No,88,4.7,2030,12
2030-03-27,Wednesday,March,Spring,383,275,71.8,105,100,40,8,Cardiology,No,No,93,7.2,2030,5
2030-03-28,Thursday,March,Spring,378,321,84.92,40,29,11,6,Maternity,No,No,97,3.0,2030,11
2030-03-29,Friday,March,Spring,348,285,81.9,96,81,27,15,Surgery,No,No,89,5.6,2030,15
2030-03-30,Saturday,March,Spring,240,156,65.0,113,107,32,12,ICU,No,No,87,8.5,2030,6
2030-03-31,Sunday,March,Spring,307,276,89.9,68,57,23,4,Orthopedics,No,No,95,2.2,2030,11
2030-04-01,Monday,April,Spring,295,233,78.98,74,81,38,11,Emergency,No,No,100,1.5,2030,-7
2030-04-02,Tuesday,April,Spring,260,234,90.0,37,28,11,4,Maternity,No,No,80,3.7,2030,9
2030-04-03,Wednesday,April,Spring,377,267,70.82,111,120,39,8,Orthopedics,No,No,84,2.1,2030,-9
2030-04-04,Thursday,April,Spring,201,152,75.62,46,51,25,7,ICU,No,No,83,8.9,2030,-5
2030-04-05,Friday,April,Spring,198,168,84.85,70,79,19,4,General Medicine,No,No,89,5.4,2030,-9
2030-04-06,Saturday,April,Spring,225,164,72.89,114,120,56,5,General Medicine,No,No,99,2.6,2030,-6
2030-04-07,Sunday,April,Spring,430,318,73.95,51,56,22,8,Maternity,No,No,81,1.6,2030,-5
2030-04-08,Monday,April,Spring,356,295,82.87,52,44,17,4,Emergency,No,Yes,88,1.7,2030,8
2030-04-09,Tuesday,April,Spring,263,197,74.9,45,33,12,2,Orthopedics,No,No,94,2.4,2030,12
2030-04-10,Wednesday,April,Spring,328,278,84.76,31,23,14,3,ICU,No,No,89,12.8,2030,8
2030-04-11,Thursday,April,Spring,431,293,67.98,112,115,44,5,Surgery,Yes,No,74,8.3,2030,-3
2030-04-12,Friday,April,Spring,381,327,85.83,62,47,27,4,Cardiology,No,No,90,5.0,2030,15
2030-04-13,Saturday,April,Spring,305,289,94.75,72,74,39,9,ICU,No,No,80,13.9,2030,-2
2030-04-14,Sunday,April,Spring,211,164,77.73,63,53,25,8,Pediatrics,No,No,91,7.4,2030,10
2030-04-15,Monday,April,Spring,331,244,73.72,86,76,29,6,Emergency,No,No,81,1.2,2030,10
2030-04-16,Tuesday,April,Spring,292,213,72.95,44,30,17,7,General Medicine,No,No,99,2.9,2030,14
2030-04-17,Wednesday,April,Spring,226,194,85.84,94,79,27,11,Maternity,No,No,84,4.1,2030,15
2030-04-18,Thursday,April,Spring,440,330,75.0,82,68,43,8,ICU,No,No,87,9.8,2030,14
2030-04-19,Friday,April,Spring,250,220,88.0,79,86,29,4,Orthopedics,No,No,83,5.7,2030,-7
2030-04-20,Saturday,April,Spring,443,363,81.94,90,78,44,5,Orthopedics,Yes,Yes,75,6.0,2030,12
2030-04-21,Sunday,April,Spring,213,142,66.67,26,25,9,2,Surgery,No,No,91,4.4,2030,1
2030-04-22,Monday,April,Spring,245,186,75.92,43,52,13,6,Orthopedics,No,No,87,7.1,2030,-9
2030-04-23,Tuesday,April,Spring,331,301,90.94,56,49,24,4,Surgery,No,No,98,7.2,2030,7
2030-04-24,Wednesday,April,Spring,255,204,80.0,63,55,25,8,Cardiology,No,Yes,80,7.0,2030,8
2030-04-25,Thursday,April,Spring,334,243,72.75,69,60,24,5,Cardiology,No,No,84,7.2,2030,9
2030-04-26,Friday,April,Spring,328,275,83.84,52,42,27,5,Orthopedics,No,No,92,5.8,2030,10
2030-04-27,Saturday,April,Spring,270,183,67.78,46,45,14,8,Surgery,No,No,95,8.3,2030,1
2030-04-28,Sunday,April,Spring,308,289,93.83,69,57,36,4,Orthopedics,No,No,80,6.0,2030,12
2030-04-29,Monday,April,Spring,317,256,80.76,64,62,25,4,Pediatrics,No,No,88,4.8,2030,2
2030-04-30,Tuesday,April,Spring,437,292,66.82,106,92,52,15,Orthopedics,No,No,85,4.5,2030,14
2030-05-01,Wednesday,May,Spring,300,216,72.0,64,54,28,11,Surgery,No,No,91,6.3,2030,10
2030-05-02,Thursday,May,Spring,364,342,93.96,107,92,37,13,Cardiology,No,No,81,2.6,2030,15
2030-05-03,Friday,May,Spring,205,178,86.83,113,100,56,19,Emergency,No,No,91,2.2,2030,13
2030-05-04,Saturday,May,Spring,316,246,77.85,55,63,15,7,General Medicine,No,No,98,3.2,2030,-8
2030-05-05,Sunday,May,Spring,445,307,68.99,108,114,45,17,Orthopedics,No,No,92,6.1,2030,-6
2030-05-06,Monday,May,Spring,316,284,89.87,80,74,28,14,ICU,No,No,96,12.9,2030,6
2030-05-07,Tuesday,May,Spring,336,295,87.8,70,58,30,6,ICU,No,Yes,81,9.1,2030,12
2030-05-08,Wednesday,May,Spring,245,178,72.65,30,22,13,5,Surgery,No,No,85,6.1,2030,8
2030-05-09,Thursday,May,Spring,335,244,72.84,47,49,12,6,Emergency,No,No,90,1.6,2030,-2
2030-05-10,Friday,May,Spring,333,273,81.98,41,31,21,2,General Medicine,No,No,80,5.4,2030,10
2030-05-11,Saturday,May,Spring,431,323,74.94,88,75,25,9,Surgery,No,No,95,6.4,2030,13
2030-05-12,Sunday,May,Spring,384,314,81.77,64,61,28,9,Emergency,No,No,88,0.6,2030,3
2030-05-13,Monday,May,Spring,429,313,72.96,52,61,23,4,Pediatrics,No,No,86,7.5,2030,-9
2030-05-14,Tuesday,May,Spring,346,304,87.86,109,113,59,11,General Medicine,No,No,94,6.0,2030,-4
2030-05-15,Wednesday,May,Spring,370,240,64.86,25,29,13,1,Surgery,No,No,88,7.8,2030,-4
2030-05-16,Thursday,May,Spring,424,279,65.8,103,89,34,5,Surgery,No,No,85,8.2,2030,14
2030-05-17,Friday,May,Spring,309,241,77.99,80,75,35,7,ICU,No,No,89,10.6,2030,5
2030-05-18,Saturday,May,Spring,355,276,77.75,102,87,43,15,Cardiology,Yes,No,73,4.3,2030,15
2030-05-19,Sunday,May,Spring,253,194,76.68,35,27,16,4,Maternity,No,No,84,4.3,2030,8
2030-05-20,Monday,May,Spring,275,253,92.0,68,66,30,9,Surgery,No,No,81,7.8,2030,2
2030-05-21,Tuesday,May,Spring,254,195,76.77,76,61,22,6,Maternity,Yes,No,79,1.5,2030,15
2030-05-22,Wednesday,May,Spring,299,200,66.89,109,114,30,18,Pediatrics,No,No,100,6.0,2030,-5
2030-05-23,Thursday,May,Spring,386,343,88.86,50,42,14,5,Maternity,No,No,99,1.9,2030,8
2030-05-24,Friday,May,Spring,381,323,84.78,43,48,20,5,Maternity,No,No,93,2.7,2030,-5
2030-05-25,Saturday,May,Spring,354,336,94.92,27,37,6,1,Surgery,No,No,81,4.4,2030,-10
2030-05-26,Sunday,May,Spring,268,251,93.66,48,36,22,6,Maternity,No,No,85,2.3,2030,12
2030-05-27,Monday,May,Spring,287,200,69.69,25,18,10,3,General Medicine,No,No,85,4.9,2030,7
2030-05-28,Tuesday,May,Spring,257,236,91.83,80,84,28,12,Maternity,No,No,95,4.4,2030,-4
2030-05-29,Wednesday,May,Spring,191,171,89.53,98,96,40,4,Maternity,No,No,88,2.0,2030,2
2030-05-30,Thursday,May,Spring,390,366,93.85,99,102,50,10,Maternity,No,No,99,3.5,2030,-3
2030-05-31,Friday,May,Spring,349,272,77.94,109,119,38,14,General Medicine,Yes,No,72,3.7,2030,-10
2030-06-01,Saturday,June,Summer,379,341,89.97,76,81,41,9,General Medicine,No,Yes,80,3.5,2030,-5
2030-06-02,Sunday,June,Summer,250,167,66.8,62,53,33,6,Surgery,No,No,97,3.8,2030,9
2030-06-03,Monday,June,Summer,307,285,92.83,90,94,30,13,Emergency,No,No,93,0.8,2030,-4
2030-06-04,Tuesday,June,Summer,406,300,73.89,85,94,38,14,Orthopedics,No,No,94,6.7,2030,-9
2030-06-05,Wednesday,June,Summer,416,345,82.93,95,98,46,14,Orthopedics,No,No,85,2.7,2030,-3
2030-06-06,Thursday,June,Summer,420,273,65.0,80,84,32,5,Surgery,No,No,90,3.7,2030,-4
2030-06-07,Friday,June,Summer,363,239,65.84,33,36,15,3,ICU,No,No,87,9.5,2030,-3
2030-06-08,Saturday,June,Summer,190,134,70.53,62,66,20,3,Pediatrics,No,No,98,5.3,2030,-4
2030-06-09,Sunday,June,Summer,367,245,66.76,95,85,49,17,ICU,No,No,100,11.8,2030,10
2030-06-10,Monday,June,Summer,203,186,91.63,30,32,9,5,Cardiology,No,No,87,6.9,2030,-2
2030-06-11,Tuesday,June,Summer,388,356,91.75,27,35,11,1,Pediatrics,No,No,86,3.8,2030,-8
2030-06-12,Wednesday,June,Summer,203,144,70.94,52,62,23,2,ICU,No,No,95,10.4,2030,-10
2030-06-13,Thursday,June,Summer,318,270,84.91,57,64,25,10,Emergency,No,No,83,0.9,2030,-7
2030-06-14,Friday,June,Summer,447,335,74.94,111,105,39,17,General Medicine,No,No,90,6.9,2030,6
2030-06-15,Saturday,June,Summer,360,320,88.89,28,15,10,4,Pediatrics,No,No,99,5.8,2030,13
2030-06-16,Sunday,June,Summer,382,347,90.84,97,93,30,9,Maternity,No,No,99,4.4,2030,4
2030-06-17,Monday,June,Summer,265,193,72.83,91,94,45,12,Maternity,No,No,100,3.5,2030,-3
2030-06-18,Tuesday,June,Summer,294,232,78.91,113,101,56,8,Cardiology,No,No,80,6.4,2030,12
2030-06-19,Wednesday,June,Summer,267,232,86.89,48,45,21,5,Maternity,No,No,88,3.9,2030,3
2030-06-20,Thursday,June,Summer,437,371,84.9,86,88,29,9,Maternity,No,No,97,4.2,2030,-2
2030-06-21,Friday,June,Summer,401,328,81.8,60,61,33,9,Cardiology,No,No,85,6.4,2030,-1
2030-06-22,Saturday,June,Summer,430,339,78.84,66,54,29,4,Cardiology,No,Yes,87,5.6,2030,12
2030-06-23,Sunday,June,Summer,298,220,73.83,26,25,14,1,Emergency,No,No,89,2.1,2030,1
2030-06-24,Monday,June,Summer,343,264,76.97,83,89,36,14,ICU,No,No,82,7.9,2030,-6
2030-06-25,Tuesday,June,Summer,200,150,75.0,78,86,30,7,Pediatrics,No,No,83,5.2,2030,-8
2030-06-26,Wednesday,June,Summer,230,207,90.0,80,75,29,8,Orthopedics,No,No,98,6.6,2030,5
2030-06-27,Thursday,June,Summer,317,206,64.98,58,59,21,4,General Medicine,No,No,97,4.9,2030,-1
2030-06-28,Friday,June,Summer,393,349,88.8,45,30,13,3,Pediatrics,No,No,96,3.6,2030,15
2030-06-29,Saturday,June,Summer,285,247,86.67,97,92,46,11,Emergency,No,No,94,1.1,2030,5
2030-06-30,Sunday,June,Summer,294,191,64.97,62,62,18,7,Surgery,No,Yes,85,6.3,2030,0
2030-07-01,Monday,July,Summer,315,277,87.94,27,18,13,2,Pediatrics,No,No,97,2.6,2030,9
2030-07-02,Tuesday,July,Summer,215,184,85.58,65,54,29,11,Pediatrics,No,No,92,6.0,2030,11
2030-07-03,Wednesday,July,Summer,411,308,74.94,37,43,15,5,ICU,No,No,98,7.0,2030,-6
2030-07-04,Thursday,July,Summer,416,357,85.82,104,98,41,18,Orthopedics,No,No,99,5.8,2030,6
2030-07-05,Friday,July,Summer,214,192,89.72,85,79,41,4,Emergency,No,No,94,1.4,2030,6
2030-07-06,Saturday,July,Summer,262,238,90.84,56,56,14,9,Orthopedics,No,No,99,3.4,2030,0
2030-07-07,Sunday,July,Summer,398,378,94.97,110,110,47,13,Surgery,Yes,No,84,7.2,2030,0
2030-07-08,Monday,July,Summer,437,388,88.79,27,31,11,1,Emergency,No,No,96,1.3,2030,-4
2030-07-09,Tuesday,July,Summer,369,321,86.99,64,55,22,5,Surgery,No,No,83,6.9,2030,9
2030-07-10,Wednesday,July,Summer,213,189,88.73,25,15,8,1,Surgery,No,No,97,8.7,2030,10
2030-07-11,Thursday,July,Summer,338,304,89.94,27,35,7,1,Maternity,No,Yes,88,2.3,2030,-8
2030-07-12,Friday,July,Summer,422,367,86.97,61,68,27,7,General Medicine,No,No,87,4.6,2030,-7
2030-07-13,Saturday,July,Summer,309,253,81.88,73,76,35,12,Maternity,No,Yes,87,1.8,2030,-3
2030-07-14,Sunday,July,Summer,415,327,78.8,36,36,15,3,Surgery,No,No,97,4.0,2030,0
2030-07-15,Monday,July,Summer,334,307,91.92,58,67,25,6,Pediatrics,Yes,No,74,6.5,2030,-9
2030-07-16,Tuesday,July,Summer,309,287,92.88,47,42,20,2,Pediatrics,No,Yes,89,4.2,2030,5
2030-07-17,Wednesday,July,Summer,362,249,68.78,105,115,39,11,Pediatrics,No,Yes,89,4.8,2030,-10
2030-07-18,Thursday,July,Summer,349,331,94.84,42,50,13,4,Pediatrics,No,No,85,4.8,2030,-8
2030-07-19,Friday,July,Summer,286,234,81.82,84,73,30,13,General Medicine,No,No,100,6.3,2030,11
2030-07-20,Saturday,July,Summer,402,325,80.85,72,59,39,6,Surgery,No,No,97,8.8,2030,13
2030-07-21,Sunday,July,Summer,327,310,94.8,97,87,39,6,Cardiology,No,No,86,3.2,2030,10
2030-07-22,Monday,July,Summer,401,328,81.8,30,27,10,1,Maternity,No,No,80,3.1,2030,3
2030-07-23,Tuesday,July,Summer,449,336,74.83,28,38,9,2,Pediatrics,No,No,81,7.0,2030,-10
2030-07-24,Wednesday,July,Summer,232,213,91.81,99,87,42,13,Orthopedics,No,No,84,5.5,2030,12
2030-07-25,Thursday,July,Summer,374,273,72.99,41,39,22,4,Cardiology,No,No,85,5.9,2030,2
2030-07-26,Friday,July,Summer,347,322,92.8,39,33,15,5,Emergency,No,No,85,1.4,2030,6
2030-07-27,Saturday,July,Summer,299,206,68.9,89,80,43,13,Cardiology,No,No,88,5.4,2030,9
2030-07-28,Sunday,July,Summer,227,152,66.96,87,96,33,5,Orthopedics,No,No,97,6.6,2030,-9
2030-07-29,Monday,July,Summer,271,216,79.7,53,43,17,8,Maternity,No,No,88,2.9,2030,10
2030-07-30,Tuesday,July,Summer,271,192,70.85,67,72,31,3,General Medicine,No,Yes,87,6.2,2030,-5
2030-07-31,Wednesday,July,Summer,317,259,81.7,93,91,26,16,Maternity,No,No,93,4.3,2030,2
2030-08-01,Thursday,August,Summer,358,307,85.75,49,44,26,7,Maternity,No,Yes,77,3.7,2030,5
2030-08-02,Friday,August,Summer,351,259,73.79,47,45,22,7,Pediatrics,No,Yes,91,3.0,2030,2
2030-08-03,Saturday,August,Summer,446,410,91.93,67,72,28,7,Maternity,No,No,81,2.2,2030,-5
2030-08-04,Sunday,August,Summer,382,359,93.98,61,62,17,7,Orthopedics,Yes,No,78,4.3,2030,-1
2030-08-05,Monday,August,Summer,365,328,89.86,102,91,45,13,ICU,No,Yes,76,7.8,2030,11
2030-08-06,Tuesday,August,Summer,334,283,84.73,79,89,23,3,General Medicine,No,No,82,5.5,2030,-10
2030-08-07,Wednesday,August,Summer,182,145,79.67,102,90,40,12,General Medicine,Yes,No,78,5.0,2030,12
2030-08-08,Thursday,August,Summer,373,324,86.86,42,35,14,3,General Medicine,No,No,88,5.7,2030,7
2030-08-09,Friday,August,Summer,255,242,94.9,32,35,8,2,ICU,No,No,93,12.2,2030,-3
2030-08-10,Saturday,August,Summer,321,231,71.96,53,44,20,3,Cardiology,No,No,96,6.5,2030,9
2030-08-11,Sunday,August,Summer,369,261,70.73,44,41,17,5,Pediatrics,No,No,82,7.2,2030,3
2030-08-12,Monday,August,Summer,402,289,71.89,88,95,41,14,General Medicine,No,No,92,4.0,2030,-7
2030-08-13,Tuesday,August,Summer,280,210,75.0,89,87,28,9,Orthopedics,No,No,94,2.7,2030,2
2030-08-14,Wednesday,August,Summer,398,366,91.96,63,53,30,11,Maternity,No,No,90,3.7,2030,10
2030-08-15,Thursday,August,Summer,391,371,94.88,32,39,16,3,Pediatrics,No,No,99,5.3,2030,-7
2030-08-16,Friday,August,Summer,384,272,70.83,92,78,41,11,Cardiology,No,No,97,5.3,2030,14
2030-08-17,Saturday,August,Summer,293,234,79.86,39,28,16,1,ICU,No,No,87,5.6,2030,11
2030-08-18,Sunday,August,Summer,302,262,86.75,36,45,19,4,Cardiology,No,No,88,3.0,2030,-9
2030-08-19,Monday,August,Summer,385,292,75.84,33,31,8,2,Surgery,No,No,82,4.0,2030,2
2030-08-20,Tuesday,August,Summer,258,185,71.71,109,96,41,5,Surgery,No,No,80,4.7,2030,13
2030-08-21,Wednesday,August,Summer,364,316,86.81,43,53,20,3,Surgery,No,No,95,7.6,2030,-10
2030-08-22,Thursday,August,Summer,308,264,85.71,72,65,35,11,Emergency,Yes,No,83,1.7,2030,7
2030-08-23,Friday,August,Summer,215,165,76.74,79,65,37,12,Maternity,No,No,94,3.9,2030,14
2030-08-24,Saturday,August,Summer,224,152,67.86,77,65,19,13,Orthopedics,No,No,86,3.4,2030,12
2030-08-25,Sunday,August,Summer,441,286,64.85,32,19,15,3,Orthopedics,No,No,89,6.5,2030,13
2030-08-26,Monday,August,Summer,334,310,92.81,36,44,18,1,Maternity,No,No,91,3.6,2030,-8
2030-08-27,Tuesday,August,Summer,325,276,84.92,92,89,43,4,Cardiology,No,Yes,80,3.9,2030,3
2030-08-28,Wednesday,August,Summer,233,177,75.97,64,51,20,3,Maternity,No,No,95,2.9,2030,13
2030-08-29,Thursday,August,Summer,389,283,72.75,110,106,56,13,Cardiology,No,No,89,2.4,2030,4
2030-08-30,Friday,August,Summer,278,222,79.86,36,41,10,3,Surgery,No,No,91,5.2,2030,-5
2030-08-31,Saturday,August,Summer,345,251,72.75,101,93,50,9,Orthopedics,No,Yes,85,5.0,2030,8
2030-09-01,Sunday,September,Autumn,213,164,77.0,83,88,20,7,Maternity,No,No,98,4.4,2030,-5
2030-09-02,Monday,September,Autumn,423,283,66.9,69,61,28,11,ICU,No,No,100,10.0,2030,8
2030-09-03,Tuesday,September,Autumn,397,269,67.76,96,92,43,6,Emergency,No,No,95,2.5,2030,4
2030-09-04,Wednesday,September,Autumn,221,187,84.62,59,58,27,8,ICU,No,No,97,6.7,2030,1
2030-09-05,Thursday,September,Autumn,379,303,79.95,52,40,13,4,Orthopedics,No,Yes,82,2.2,2030,12
2030-09-06,Friday,September,Autumn,320,284,88.75,97,107,41,11,Cardiology,No,No,95,4.4,2030,-10
2030-09-07,Saturday,September,Autumn,324,288,88.89,56,65,21,6,Cardiology,No,No,97,6.2,2030,-9
2030-09-08,Sunday,September,Autumn,352,264,75.0,83,90,22,10,Pediatrics,No,No,93,3.6,2030,-7
2030-09-09,Monday,September,Autumn,228,168,73.68,48,42,16,2,Surgery,No,No,100,5.1,2030,6
2030-09-10,Tuesday,September,Autumn,234,163,69.66,86,79,25,4,Orthopedics,No,No,84,3.7,2030,7
2030-09-11,Wednesday,September,Autumn,195,167,85.64,35,32,19,3,ICU,No,No,95,9.2,2030,3
2030-09-12,Thursday,September,Autumn,239,179,74.9,38,36,9,2,Orthopedics,No,No,86,2.1,2030,2
2030-09-13,Friday,September,Autumn,397,345,86.9,82,92,40,7,Pediatrics,No,No,86,5.7,2030,-10
2030-09-14,Saturday,September,Autumn,408,383,93.87,81,88,27,8,Maternity,No,No,80,3.1,2030,-7
2030-09-15,Sunday,September,Autumn,206,138,66.99,58,64,24,8,Maternity,No,No,99,1.5,2030,-6
2030-09-16,Monday,September,Autumn,272,204,75.0,87,76,24,13,ICU,No,No,80,7.9,2030,11
2030-09-17,Tuesday,September,Autumn,321,279,86.92,88,84,42,10,Cardiology,No,No,80,6.9,2030,4
2030-09-18,Wednesday,September,Autumn,304,200,65.79,91,98,38,16,Maternity,No,No,94,2.5,2030,-7
2030-09-19,Thursday,September,Autumn,326,283,86.81,64,73,34,11,General Medicine,No,No,99,2.0,2030,-9
2030-09-20,Friday,September,Autumn,381,255,66.93,112,108,37,10,Pediatrics,No,No,90,7.5,2030,4
2030-09-21,Saturday,September,Autumn,393,349,88.8,112,97,52,17,Maternity,No,No,83,4.5,2030,15
2030-09-22,Sunday,September,Autumn,347,246,70.89,92,83,38,6,Pediatrics,No,No,85,6.7,2030,9
2030-09-23,Monday,September,Autumn,242,157,64.88,88,82,48,14,Maternity,No,Yes,89,2.7,2030,6
2030-09-24,Tuesday,September,Autumn,317,282,88.96,85,80,46,9,Maternity,No,No,93,1.9,2030,5
2030-09-25,Wednesday,September,Autumn,425,348,81.88,105,103,29,12,Surgery,No,No,84,7.8,2030,2
2030-09-26,Thursday,September,Autumn,358,272,75.98,45,30,20,5,Maternity,No,No,88,1.9,2030,15
2030-09-27,Friday,September,Autumn,381,354,92.91,69,73,35,10,Pediatrics,No,No,83,7.5,2030,-4
2030-09-28,Saturday,September,Autumn,271,208,76.75,113,121,45,17,Orthopedics,No,No,80,6.9,2030,-8
2030-09-29,Sunday,September,Autumn,197,128,64.97,67,73,34,11,Cardiology,No,No,83,2.7,2030,-6
2030-09-30,Monday,September,Autumn,361,259,71.75,78,66,34,9,General Medicine,No,No,94,5.0,2030,12
2030-10-01,Tuesday,October,Autumn,357,249,69.75,93,101,44,8,Emergency,No,No,86,1.9,2030,-8
2030-10-02,Wednesday,October,Autumn,274,208,75.91,27,26,9,4,Emergency,No,No,96,1.8,2030,1
2030-10-03,Thursday,October,Autumn,366,259,70.77,98,88,25,4,Maternity,No,No,86,2.4,2030,10
2030-10-04,Friday,October,Autumn,265,196,73.96,62,60,32,7,General Medicine,Yes,No,80,5.5,2030,2
2030-10-05,Saturday,October,Autumn,286,265,92.66,48,50,15,6,Cardiology,No,No,96,6.4,2030,-2
2030-10-06,Sunday,October,Autumn,293,202,68.94,57,43,15,5,Maternity,No,No,81,3.0,2030,14
2030-10-07,Monday,October,Autumn,194,137,70.62,61,67,33,9,Cardiology,No,No,85,3.9,2030,-6
2030-10-08,Tuesday,October,Autumn,439,390,88.84,48,36,26,4,Emergency,No,No,81,1.0,2030,12
2030-10-09,Wednesday,October,Autumn,342,277,80.99,26,36,12,4,General Medicine,No,No,97,5.2,2030,-10
2030-10-10,Thursday,October,Autumn,244,180,73.77,110,101,37,6,Pediatrics,No,No,81,4.2,2030,9
2030-10-11,Friday,October,Autumn,215,159,73.95,38,36,16,6,Pediatrics,No,No,84,5.2,2030,2
2030-10-12,Saturday,October,Autumn,236,193,81.78,86,81,22,4,Orthopedics,No,No,92,2.4,2030,5
2030-10-13,Sunday,October,Autumn,352,235,66.76,27,27,14,2,Maternity,No,No,96,4.0,2030,0
2030-10-14,Monday,October,Autumn,274,249,90.88,105,105,51,10,Maternity,No,No,98,2.6,2030,0
2030-10-15,Tuesday,October,Autumn,237,213,89.87,59,52,31,8,Maternity,No,No,100,3.1,2030,7
2030-10-16,Wednesday,October,Autumn,254,220,86.61,69,73,20,4,Maternity,No,No,99,1.7,2030,-4
2030-10-17,Thursday,October,Autumn,330,234,70.91,68,65,21,4,ICU,No,No,84,9.1,2030,3
2030-10-18,Friday,October,Autumn,208,147,70.67,115,108,38,18,Maternity,No,No,82,1.9,2030,7
2030-10-19,Saturday,October,Autumn,360,313,86.94,100,103,55,14,Cardiology,No,No,94,2.1,2030,-3
2030-10-20,Sunday,October,Autumn,181,126,69.61,75,81,39,9,Emergency,No,No,92,1.4,2030,-6
2030-10-21,Monday,October,Autumn,204,165,80.88,59,55,22,2,Emergency,No,No,81,2.2,2030,4
2030-10-22,Tuesday,October,Autumn,267,210,78.65,92,97,38,9,ICU,No,No,90,6.5,2030,-5
2030-10-23,Wednesday,October,Autumn,232,155,66.81,45,33,24,2,Surgery,No,No,92,8.0,2030,12
2030-10-24,Thursday,October,Autumn,296,210,70.95,86,73,22,6,Cardiology,Yes,No,83,5.1,2030,13
2030-10-25,Friday,October,Autumn,368,239,64.95,38,36,17,4,Pediatrics,No,No,81,6.6,2030,2
2030-10-26,Saturday,October,Autumn,253,166,65.61,96,90,38,4,Pediatrics,No,No,91,2.5,2030,6
2030-10-27,Sunday,October,Autumn,383,317,82.77,42,48,11,7,General Medicine,No,No,84,6.8,2030,-6
2030-10-28,Monday,October,Autumn,380,334,87.89,61,67,21,4,Emergency,No,No,81,0.7,2030,-6
2030-10-29,Tuesday,October,Autumn,322,273,84.78,101,108,44,9,Maternity,No,No,98,2.3,2030,-7
2030-10-30,Wednesday,October,Autumn,247,205,83.0,51,40,26,3,Orthopedics,No,No,92,6.9,2030,11
2030-10-31,Thursday,October,Autumn,368,316,85.87,28,36,14,1,Maternity,No,No,85,2.5,2030,-8
2030-11-01,Friday,November,Autumn,355,266,74.93,85,77,33,8,Cardiology,No,Yes,81,6.5,2030,8
2030-11-02,Saturday,November,Autumn,229,158,69.0,115,116,50,14,Pediatrics,No,No,87,5.2,2030,-1
2030-11-03,Sunday,November,Autumn,346,228,65.9,73,73,40,13,Maternity,No,No,86,2.1,2030,0
